startphrase,ending1,ending2,labels,valid,qid,index
The chair is as comfortable as sitting on God's pillow,The chair is very uncomfortable,The chair is amazingly comfortable,1,1,X1671,3893.0
That information is like last years news,The information is old and no one cares,"The information is brand new, not many people know.",0,1,X1672,3894.0
That information is like tomorrow's fire,The information is old and no one cares,"The information is brand new, not many people know.",1,1,X1672,3895.0
The doctor is a butcher,The doctor cuts things up,The doctor is very careful,0,1,X1673,3896.0
The doctor is a crafter,The doctor cuts things up,The doctor is very careful,1,1,X1673,3897.0
The kid has the memory of a goldfish,Th kid has a short memory,The kid has a long memory,0,1,X1674,3898.0
The kid has the memory of an elephant,Th kid has a short memory,The kid has a long memory,1,1,X1674,3899.0
Her hair was a flowing river,Her hair was fluid and full of life,Her hair was dry and brittle,0,1,X1675,3902.0
Her hair was a straw bale,Her hair was fluid and full of life,Her hair was dry and brittle,1,1,X1675,3903.0
"As he stared at her, his eyes were ice",His eyes were cold and unwelcoming,His eyes were a beacon of warmth and safety,0,1,X1676,3904.0
"As he stared at her, his eyes were a torch",His eyes were cold and unwelcoming,His eyes were a beacon of warmth and safety,1,1,X1676,3905.0
The students were flowers grown in concrete,The students were restricted and only triumphed out of sheer will and determination,The students were allowed absolute freedom to expand and prosper regardless of effort,0,1,X1677,3906.0
The students were flowers grown in the wild,The students were restricted and only triumphed out of sheer will and determination,The students were allowed absolute freedom to expand and prosper regardless of effort,1,1,X1677,3907.0
The glass held as much water as a ocean.,The glass was full.,The glass was empty,0,1,X1678,3910.0
The glass held as much water as a desert.,The glass was full.,The glass was empty,1,1,X1678,3911.0
He was kind like a rabbi.,He was very kind.,He was not kind.,0,1,X1679,3912.0
He was kind like a criminal.,He was very kind.,He was not kind.,1,1,X1679,3913.0
It was as informative as a book.,It was very informative.,It was not informative at all.,0,1,X1680,3914.0
It was as informative as a blank page.,It was very informative.,It was not informative at all.,1,1,X1680,3915.0
Polite conversation is a ritual of beggars,Polite conversation is only engaged in by those who want to plead for something,Polite conversation is only engaged in by those with weighty matters to discuss and reputations to uphold,0,1,X1681,3916.0
Polite conversation is a ritual of kings,Polite conversation is only engaged in by those who want to plead for something,Polite conversation is only engaged in by those with weighty matters to discuss and reputations to uphold,1,1,X1681,3917.0
The metal was a glass,The metal reflected brightly,The metal reflected little light,0,1,X1682,3918.0
The metal was a void,The metal reflected brightly,The metal reflected little light,1,1,X1682,3919.0
Abstract ideas are wild geese,Abstract ideas are fleeting and difficult to grasp,Abstract ideas are personal and continually re-appear,0,1,X1683,3920.0
Abstract ideas are faithful hounds,Abstract ideas are fleeting and difficult to grasp,Abstract ideas are personal and continually re-appear,1,1,X1683,3921.0
This party makes me want to get dressed up for a ball.,This party is elegant.,This party is dumpy.,0,1,X1684,3922.0
This party makes me want to get ready for a mosh pit.,This party is elegant.,This party is dumpy.,1,1,X1684,3923.0
Your home has the smallness of Michael Jordan's mansion.,Your home is big.,Your home is tiny.,0,1,X1685,3924.0
Your home has the smallness of a Manhattan office cubicle.,Your home is big.,Your home is tiny.,1,1,X1685,3925.0
My wife's dinner has the succulence of a dried up rice dish.,My wife's dinner sucks.,My wife's dinner is delicious.,0,1,X1686,3926.0
My wife's dinner has the succulence of God's manna.,My wife's dinner sucks.,My wife's dinner is delicious.,1,1,X1686,3927.0
The party was as celebratory as champagne,The party was very celebratory.,The party was very dull.,0,1,X1687,3928.0
The party was as celebratory as water,The party was very celebratory.,The party was very dull.,1,1,X1687,3929.0
The girl's personality was a fire hose,The girl's personality was volatile.,The girl's personality was steady.,0,1,X1688,3930.0
The girl's personality was a spring stream,The girl's personality was volatile.,The girl's personality was steady.,1,1,X1688,3931.0
The wedding was a brown bag lunch,The wedding was really cheap.,The wedding was really fancy.,0,1,X1689,3932.0
The wedding was a multi-course Michelin starred meal.,The wedding was really cheap.,The wedding was really fancy.,1,1,X1689,3933.0
The ritual was as boring as a PBS news report,it was dull,it was exciting,0,1,X1690,3934.0
The ritual was as boring as a rollercoaster on fire,it was dull,it was exciting,1,1,X1690,3935.0
The metal was as strong as iron,it was very sturdy,it was weak,0,1,X1691,3936.0
The metal was as strong as silly puddy,it was very sturdy,it was weak,1,1,X1691,3937.0
The song was as sad as a funeral,it was depressing,it was happy,0,1,X1692,3938.0
The song was as sad as a birthday party,it was depressing,it was happy,1,1,X1692,3939.0
The scientists found the results of the experiment were As hopeful as meeting your child for the first time,The experiment has a chance to go well.,The experiment was a failure.,0,1,X1693,3950.0
The scientists found the results of the experiment were As sad as burying your first pet,The experiment has a chance to go well.,The experiment was a failure.,1,1,X1693,3951.0
The fish was as big as a barn door,The fish was large,The fish was small,0,1,X1694,3956.0
The fish was as big as a mouse,The fish was large,The fish was small,1,1,X1694,3957.0
The waste was an Eagle's nest,The waste was extreme,The waste was minimal,0,1,X1695,3958.0
The waste was a hummingbird nest,The waste was extreme,The waste was minimal,1,1,X1695,3959.0
The part was the Gettysburg address,The part was small,The part was large,0,1,X1696,3960.0
The part was William Henry Harrison's inaugural address,The part was small,The part was large,1,1,X1696,3961.0
The experiment result was a child's piano recital,The experiment result was mundane,The experiment result was profound,0,1,X1697,3962.0
The experiment result was a fully staged opera,The experiment result was mundane,The experiment result was profound,1,1,X1697,3963.0
The waste was the size of A shoebox,The  waste was small,The waste was big,0,1,X1698,3972.0
The waste was the size of A field,The  waste was small,The waste was big,1,1,X1698,3973.0
The experiment was as long as A work week,The experiment was long,The experiment was short,0,1,X1699,3976.0
The experiment was as long as A song,The experiment was long,The experiment was short,1,1,X1699,3977.0
Installing the part was as easy as adding one plus one,Installing the part was easy,Installing the part was not easy,0,1,X1700,3980.0
Installing the part was as easy as understanding relativity,Installing the part was easy,Installing the part was not easy,1,1,X1700,3981.0
The experiment was as interesting as reading the fine print,The experiment was not interesting,The experiment was interesting,0,1,X1701,3982.0
The experiment was as interesting as a spellbinding book,The experiment was not interesting,The experiment was interesting,1,1,X1701,3983.0
He was solid like a wall.,He was very solid.,He wasn't solid at all.,0,1,X1702,3984.0
He was solid like a net.,He was very solid.,He wasn't solid at all.,1,1,X1702,3985.0
It was memorable like a photo.,It was very memorable.,It wasn't memorable.,0,1,X1703,3986.0
It was memorable like a forgotten thought.,It was very memorable.,It wasn't memorable.,1,1,X1703,3987.0
She was comforting like a hug.,She was very comforting.,She wasn't comforting at all.,0,1,X1704,3988.0
She was comforting like a alligator.,She was very comforting.,She wasn't comforting at all.,1,1,X1704,3989.0
The girl's hair is velvet,The girl's hair is fine.,The girl's hair is coarse.,0,1,X1705,3990.0
The girl's hair is a patch of gravel,The girl's hair is fine.,The girl's hair is coarse.,1,1,X1705,3991.0
The ballerina landed with the weight of a pin,The ballerina landed lightly.,The ballerina landed heavily.,0,1,X1706,3994.0
The ballerina landed with the weight of a dump truck,The ballerina landed lightly.,The ballerina landed heavily.,1,1,X1706,3995.0
He was the height of a tree.,He was very tall.,He was very short.,0,1,X1707,3996.0
He was the height of fire hydrant.,He was very tall.,He was very short.,1,1,X1707,3997.0
The road was as long as a county line.,The road is long.,The road is short.,0,1,X1708,3998.0
The road was as long as a driveway.,The road is long.,The road is short.,1,1,X1708,3999.0
She had a sense of humor like a comedian.,She was funny.,She was serious.,0,1,X1709,4000.0
She had a sense of humor like an tax agent.,She was funny.,She was serious.,1,1,X1709,4001.0
The spell had the power of sending thoughts and prayers,The spell had no power,The spell was quite powerful,0,1,X1710,4002.0
The spell had the power of what people think sending thoughts and prayers do,The spell had no power,The spell was quite powerful,1,1,X1710,4003.0
The woman had the height of an ostrich wearing platform boots on stilts,The woman was very tall,The woman was very short,0,1,X1711,4004.0
The woman had the height of a baby dwarf,The woman was very tall,The woman was very short,1,1,X1711,4005.0
The snow was as fluffy as a Japanese soufflé pancake,The snow was very fluffy,The snow did not have much fluff,0,1,X1712,4006.0
The snow was as fluffy as a dried out two day old pancake from McDonald's,The snow was very fluffy,The snow did not have much fluff,1,1,X1712,4007.0
That project will get funding as fast as a banker takes your money,The project will get funded quickly,The project will take a lot of time to get funded,0,1,X1713,4010.0
That project will get funding as fast as a growing tree,The project will get funded quickly,The project will take a lot of time to get funded,1,1,X1713,4011.0
The spelling contest was as hard as Jeopardy,The spelling contest was really difficult,The spelling contest was very easy,0,1,X1714,4012.0
The spelling contest was as hard as kindergarten,The spelling contest was really difficult,The spelling contest was very easy,1,1,X1714,4013.0
She looked as happy as a newly wed,She looked very happy,She did not look very happy at all,0,1,X1715,4014.0
She looked as happy as a thunder storm,She looked very happy,She did not look very happy at all,1,1,X1715,4015.0
The witches spell was as powerful as an A-bomb,The witches spell was powerful,The witches spell was not powerful,0,1,X1716,4016.0
The witches spell was as powerful as a toddler,The witches spell was powerful,The witches spell was not powerful,1,1,X1716,4017.0
The book was as disturbing as a ghost in a graveyard,The book was disturbing,The book was not disturbing,0,1,X1717,4020.0
The book was as disturbing as a visit with your Aunt,The book was disturbing,The book was not disturbing,1,1,X1717,4021.0
I can spell as well as a dictionary,I can spell well,I can't spell well,0,1,X1718,4022.0
I can spell as well as a preschooler,I can spell well,I can't spell well,1,1,X1718,4023.0
We have as much funding as an oil tycoon,We have lots of funding,We barely have any funding at all,0,1,X1719,4024.0
We have as much funding as a kid's piggy bank,We have lots of funding,We barely have any funding at all,1,1,X1719,4025.0
That movie was as disturbing as death,That movie was disturbing,That movie was not disturbing,0,1,X1720,4026.0
That movie was as disturbing as puppies,That movie was disturbing,That movie was not disturbing,1,1,X1720,4027.0
The spell was as powerful as a fully grown bear,it was a great spell,it was weak,0,1,X1721,4028.0
The spell was as powerful as a starving grasshopper,it was a great spell,it was weak,1,1,X1721,4029.0
The rain was as hard as a rock,it was battering down on the earth,it was light,0,1,X1722,4030.0
The rain was as hard as a bag of cotton,it was battering down on the earth,it was light,1,1,X1722,4031.0
The toddler is as noisy as a high school marching band,The toddler is very noisy.,The toddler is very quiet.,0,1,X1723,4034.0
The toddler is as noisy as a fish,The toddler is very noisy.,The toddler is very quiet.,1,1,X1723,4035.0
The boy's energy levels are an ocean,The boy has a ton of energy.,The boy has very little energy.,0,1,X1724,4038.0
The boy's energy levels are a puddle,The boy has a ton of energy.,The boy has very little energy.,1,1,X1724,4039.0
His face has the aspect of Marble,His face was smooth,His face was very rough,0,1,X1725,4040.0
His face has the aspect of Sandpaper,His face was smooth,His face was very rough,1,1,X1725,4041.0
The box weighed as much as A hippo,The box was too heavy,The box was too light,0,1,X1726,4042.0
The box weighed as much as A hollow shell,The box was too heavy,The box was too light,1,1,X1726,4043.0
The cushion was soft as Pure feathers,The pillow was very soft,The pillow was very hard,0,1,X1727,4044.0
The cushion was soft as A bag of rocks,The pillow was very soft,The pillow was very hard,1,1,X1727,4045.0
My little cousin has the hide and seek skills of an elephant behind a palm tree,My little cousin is bad at hide and seek.,My little cousin is good at hide and seek.,0,1,X1728,4052.0
My little cousin has the hide and seek skills of a KGB double-agent,My little cousin is bad at hide and seek.,My little cousin is good at hide and seek.,1,1,X1728,4053.0
My mom is as nice as a warm hug,My mom is very nice.,My mom is mean.,0,1,X1729,4054.0
My mom is as nice as a feral cat,My mom is very nice.,My mom is mean.,1,1,X1729,4055.0
Her eyes are as captivating as niagara falls,Her eyes are very captivating.,Her eyes are not captivating.,0,1,X1730,4056.0
Her eyes are as captivating as a piece of moldy bread,Her eyes are very captivating.,Her eyes are not captivating.,1,1,X1730,4057.0
They played with the intensity of a tsunami,they played excitingly,they played dull and boring,0,1,X1731,4058.0
They played with the intensity of a toaster,they played excitingly,they played dull and boring,1,1,X1731,4059.0
The miles passed by like Usain Bolt,The ride was quick,The ride was slow,0,1,X1732,4060.0
The miles passed by like molasses,The ride was quick,The ride was slow,1,1,X1732,4061.0
The bed feels like sleeping on a frying pan,The bed is hard,The bed is soft,0,1,X1733,4064.0
The bed feels like sleeping on cotton candy,The bed is hard,The bed is soft,1,1,X1733,4065.0
The essay is a Rubik's cube,The essay is difficult,The essay is easy,0,1,X1734,4066.0
The essay is Like eating Jell-O,The essay is difficult,The essay is easy,1,1,X1734,4067.0
Hiding is The last pickle in a jar,Hiding is difficult because of standing out,Hiding is easy because of blending right in,0,1,X1735,4068.0
Hiding is Putting a tree in the Amazon.,Hiding is difficult because of standing out,Hiding is easy because of blending right in,1,1,X1735,4069.0
The house was A regional stadium,The house was big,The house was small,0,1,X1736,4070.0
The house was A local small business,The house was big,The house was small,1,1,X1736,4071.0
Her mind is A complex library,Her mind is hard to undertsand,Her mind is easy to understand,0,1,X1737,4072.0
Her mind is An easy instructional,Her mind is hard to undertsand,Her mind is easy to understand,1,1,X1737,4073.0
Their relationship was A sturdy desk,Their relationship was stable,Their relationship was unstable,0,1,X1738,4074.0
Their relationship was A tipping tower,Their relationship was stable,Their relationship was unstable,1,1,X1738,4075.0
In the heat of summer the car was a oven,The car's interior baked under the sun's ray and was stifling with heat,The car's interior was kept cool with air conditioning despite the weather outside,0,1,X1739,4076.0
In the heat of summer the car was a icebox,The car's interior baked under the sun's ray and was stifling with heat,The car's interior was kept cool with air conditioning despite the weather outside,1,1,X1739,4077.0
My football coach was a beast,My football coach taught through discipline and fear,My football coach taught through logic and precision,0,1,X1740,4080.0
My football coach was a professor,My football coach taught through discipline and fear,My football coach taught through logic and precision,1,1,X1740,4081.0
Being fired is a wound.,Being fired is injurious.,It will revitalize me to be fired from a job I hate.,0,1,X1741,4092.0
Being fired is a cure.,Being fired is injurious.,It will revitalize me to be fired from a job I hate.,1,1,X1741,4093.0
Marriage is a sticky syrup.,Marriage is a sweet attraction.,Marriage is dry and unfruitful.,0,1,X1742,4094.0
Marriage is a dusty desert.,Marriage is a sweet attraction.,Marriage is dry and unfruitful.,1,1,X1742,4095.0
Her hair is wild like A Mormon bachelor party,"Her hair is dull, not wild at all",Her hair is wild and untamed,0,1,X1743,4096.0
Her hair is wild like the inhabitants of North Sentinel island,"Her hair is dull, not wild at all",Her hair is wild and untamed,1,1,X1743,4097.0
My cat is dumb like a trained parrot.,My cat is very clever.,My cat is dumb and incapable of independent thought.,0,1,X1744,4098.0
My cat is dumb like an actual paper bag.,My cat is very clever.,My cat is dumb and incapable of independent thought.,1,1,X1744,4099.0
This house is as big as a small European country.,This house is large.,This house is tiny.,0,1,X1745,4100.0
This house is as big as a guinea pig's left foot.,This house is large.,This house is tiny.,1,1,X1745,4101.0
He was  popular as snot in the punch bowl,he is well liked,he is not well liked,0,1,X1746,4102.0
He was  popular as a beloved celebrity,he is well liked,he is not well liked,1,1,X1746,4103.0
the dinner was special as a holiday celebration,very nice gathering,a death knell to those who attend,0,1,X1747,4104.0
the dinner was special as a moribund pall,very nice gathering,a death knell to those who attend,1,1,X1747,4105.0
your brother is as appealing as the black sheep of the family,your brother is trouble,your brother is the star,0,1,X1748,4106.0
your brother is as appealing as a knight in shining armour,your brother is trouble,your brother is the star,1,1,X1748,4107.0
Is plans were as solid as Concrete,His plans were very solid,He did not have solid plans,0,1,X1749,4108.0
Is plans were as solid as A glass of water,His plans were very solid,He did not have solid plans,1,1,X1749,4109.0
He was running like A cheetah,He was running fast,He was running slow,0,1,X1750,4110.0
He was running like A turtle,He was running fast,He was running slow,1,1,X1750,4111.0
Their new song was a complex as A calculus problem,Their new song was very complex,Their new song was simple,0,1,X1751,4112.0
Their new song was a complex as A game of tic-tac-toe,Their new song was very complex,Their new song was simple,1,1,X1751,4113.0
Imagination is a waterfall,Imagination can be allowed to flow continuously,Imagination can be blocked,0,1,X1752,4114.0
Imagination is a dam,Imagination can be allowed to flow continuously,Imagination can be blocked,1,1,X1752,4115.0
Trust is a gift,Trust can be granted to others,Trust can be easily broken,0,1,X1753,4116.0
Trust is a pane of glass,Trust can be granted to others,Trust can be easily broken,1,1,X1753,4117.0
Honesty is a star,Honesty is an admirable quality,Honesty can be too severe and leave a mark,0,1,X1754,4118.0
Honesty is a stain,Honesty is an admirable quality,Honesty can be too severe and leave a mark,1,1,X1754,4119.0
The bug was as ugly as a dead dog,it was nasty looking,it was cute,0,1,X1755,4122.0
The bug was as ugly as a newborn bunny,it was nasty looking,it was cute,1,1,X1755,4123.0
The tv was as big as a house,it was huge,it was small,0,1,X1756,4124.0
The tv was as big as a paper plate,it was huge,it was small,1,1,X1756,4125.0
His life was as exciting as a horror film,it was thrilling,it was boring,0,1,X1757,4126.0
His life was as exciting as a paper bag documentary,it was thrilling,it was boring,1,1,X1757,4127.0
The man has a virility of a kangaroo constantly kicking its foe,The man has a high virility,The man has problems with his man parts performing well,0,1,X1758,4128.0
The man has a virility of a poisoned turtle,The man has a high virility,The man has problems with his man parts performing well,1,1,X1758,4129.0
The student has the booksmarts of a broken chair,The student is really stupid,The student is really smart,0,1,X1759,4130.0
The student has the booksmarts of a professor and Einstein in one room,The student is really stupid,The student is really smart,1,1,X1759,4131.0
The janitor has the cleaning skills of a confused cactus,The janitor cleans really poorly,The janitor cleans really well,0,1,X1760,4132.0
The janitor has the cleaning skills of a fairy who takes care of its garden,The janitor cleans really poorly,The janitor cleans really well,1,1,X1760,4133.0
The name in the concrete reminded the man of Being a kid writing his own name in concrete.,It made the man nostalgic,It was annoying to the man,0,1,X1761,4134.0
The name in the concrete reminded the man of Accidentally stepping in wet cement,It made the man nostalgic,It was annoying to the man,1,1,X1761,4135.0
The lesson was as important as Knowing where your phone is at all times,The lesson was essential,The lesson would rarely be used,0,1,X1762,4136.0
The lesson was as important as Knowing where your hair pins are at all times,The lesson was essential,The lesson would rarely be used,1,1,X1762,4137.0
Keeping his cable television seems like Keeping a bottle cap after you've thrown away the bottle,His cable television was useless,He used his cable television all the time,0,1,X1763,4138.0
Keeping his cable television seems like Keeping your internet connection,His cable television was useless,He used his cable television all the time,1,1,X1763,4139.0
The concreate test shows the concrete is as hard as A rain-soaked powder puff,The concrete is very soft,The concrete is very hardened,0,1,X1764,4140.0
The concreate test shows the concrete is as hard as A huge diamond,The concrete is very soft,The concrete is very hardened,1,1,X1764,4141.0
People that volunteered for the cause were like that of A reluctant bride,The volunteers were reluctant to commit and help,"The volunteers were gung ho, committed and willing to help",0,1,X1765,4142.0
People that volunteered for the cause were like that of A dedicated bunch of warriors,The volunteers were reluctant to commit and help,"The volunteers were gung ho, committed and willing to help",1,1,X1765,4143.0
The soldier climbed out of the trench with the willingness of A scared rabbit,The soldier is frightened and reluctant,The soldier is brave and aggressive,0,1,X1766,4144.0
The soldier climbed out of the trench with the willingness of A Samurai warrior,The soldier is frightened and reluctant,The soldier is brave and aggressive,1,1,X1766,4145.0
His voice is as loud as a car horn,His voice is very loud,His voice is soft,0,1,X1767,4146.0
His voice is as loud as a butterfly flutter,His voice is very loud,His voice is soft,1,1,X1767,4147.0
The runner was as fast as a grayhound,The runner is fast.,The runner is slow.,0,1,X1768,4148.0
The runner was as fast as honey dripping down the side of a bottle.,The runner is fast.,The runner is slow.,1,1,X1768,4149.0
The movie was as funny as my aunts funeral.,The move was not funny.,The movie was funny.,0,1,X1769,4150.0
The movie was as funny as a kitten chasing its tail.,The move was not funny.,The movie was funny.,1,1,X1769,4151.0
The chef is cooking at the pace of a dial up modem,The chef is slow,The chef is fast,0,1,X1770,4152.0
The chef is cooking at the pace of a race car,The chef is slow,The chef is fast,1,1,X1770,4153.0
The book has all the mystery of a Soap Opera,The book is transparent,The book is mysterious,0,1,X1771,4154.0
The book has all the mystery of the Nazca Lines,The book is transparent,The book is mysterious,1,1,X1771,4155.0
The puzzle had the difficulty of swimming with a life preserver,The puzzle is easy,The puzzle is difficult,0,1,X1772,4156.0
The puzzle had the difficulty of climbing Everest in my underwear,The puzzle is easy,The puzzle is difficult,1,1,X1772,4157.0
The river flowed with vengenance of the damned.,The river flowed hard and fast.,The river flowed windingly and slow.,0,1,X1773,4158.0
The river flowed meandering in it own sweet dreams.,The river flowed hard and fast.,The river flowed windingly and slow.,1,1,X1773,4159.0
The kitchen became a battlefield when he got home.,When he got home they fought.,When he got home it got all lovey dovey.,0,1,X1774,4160.0
The kitchen became a dove's nest when he got home.,When he got home they fought.,When he got home it got all lovey dovey.,1,1,X1774,4161.0
When he slept he reminded her of a lumberjack with a chainsaw.,He snored horribly in his sleep.,He slept quietly and sweetly.,0,1,X1775,4162.0
When he slept he reminded her of a purring kitten.,He snored horribly in his sleep.,He slept quietly and sweetly.,1,1,X1775,4163.0
The middle-aged man awakes in the morning to begin the show,The man enjoys the work he does as it's fun,The man is disgruntled and works to provide for his needs,0,1,X1776,4164.0
The middle-aged man awakes in the morning to punch a clock,The man enjoys the work he does as it's fun,The man is disgruntled and works to provide for his needs,1,1,X1776,4165.0
Your chances of stardom are a unicorn being found,The chances are low as the fantasy can never match reality,The changes are high are some things are certain with time,0,1,X1777,4166.0
Your chances of stardom are a insect bite,The chances are low as the fantasy can never match reality,The changes are high are some things are certain with time,1,1,X1777,4167.0
He moved with the pace of a snail DMV,He was slow,He was fast,0,1,X1778,4170.0
He moved with the pace of a lightning bolt,He was slow,He was fast,1,1,X1778,4171.0
The myth had the credibility of a nun,The myth was highly credible,The myth was unreliable,0,1,X1779,4172.0
The myth had the credibility of a crystal meth addict,The myth was highly credible,The myth was unreliable,1,1,X1779,4173.0
The puzzle had the complexity of a graduate physics course,The puzzle was challenging,The puzzle was simple,0,1,X1780,4174.0
The puzzle had the complexity of shampoo instructions,The puzzle was challenging,The puzzle was simple,1,1,X1780,4175.0
He has the pace of a sloth,He is very slow,He is very fast,0,1,X1781,4178.0
He has the pace of a racecar,He is very slow,He is very fast,1,1,X1781,4179.0
That puzzle is about as hard as a calculus problem,The puzzle is very difficult,The puzzle is very easy,0,1,X1782,4180.0
That puzzle is about as hard as a goose down pillow,The puzzle is very difficult,The puzzle is very easy,1,1,X1782,4181.0
The sea has the smoothness of Glass,The sea is calm and flat,The sea is tumultuous/choppy,0,1,X1783,4184.0
The sea has the smoothness of Broken glass,The sea is calm and flat,The sea is tumultuous/choppy,1,1,X1783,4185.0
The cake bas the texture of Wax,The cake is tough and rigid,The cake is soft and airy,0,1,X1784,4186.0
The cake bas the texture of A cloud,The cake is tough and rigid,The cake is soft and airy,1,1,X1784,4187.0
The boat has the steadiness of A horse,The boat is steady,The boat is very jumpy,0,1,X1785,4188.0
The boat has the steadiness of A kangaroo,The boat is steady,The boat is very jumpy,1,1,X1785,4189.0
His pace was as quick as a fox stealing dinner,it was fast,it was slow,0,1,X1786,4190.0
His pace was as quick as a slug sleeping on a leaf,it was fast,it was slow,1,1,X1786,4191.0
The myth was as believable as a winning lottery ticket at Christmas,it was probably false,it was most likely true,0,1,X1787,4192.0
The myth was as believable as a news report,it was probably false,it was most likely true,1,1,X1787,4193.0
The puzzle was easier than traffic on a Saturday afternoon,it was simple,it was difficult,0,1,X1788,4194.0
The puzzle was easier than traffic on a Monday morning,it was simple,it was difficult,1,1,X1788,4195.0
The bird's morning song is as soothing as Someone's nails on a chalkboard,The bird's morning song is not soothing and is annoying,The bird's morning song is beautiful and melodic,0,1,X1789,4196.0
The bird's morning song is as soothing as A symphony by Bach,The bird's morning song is not soothing and is annoying,The bird's morning song is beautiful and melodic,1,1,X1789,4197.0
The coloration of the butterfly was like A mud puddle,The butterfly is drab in color,The butterfly has many beautiful colors,0,1,X1790,4198.0
The coloration of the butterfly was like A beautiful rainbow,The butterfly is drab in color,The butterfly has many beautiful colors,1,1,X1790,4199.0
The report on the factory's environmental impact was that of A report card with all Fs.,The factory causes major pollution,The factory is clean and does not pollute the environment,0,1,X1791,4200.0
The report on the factory's environmental impact was that of A squeaky clean freshly waxed floor,The factory causes major pollution,The factory is clean and does not pollute the environment,1,1,X1791,4201.0
That bird has the wings of a pterodactyl,The bird's wings are large,The bird's wings are small,0,1,X1792,4202.0
That bird has the wings of a fly,The bird's wings are large,The bird's wings are small,1,1,X1792,4203.0
That cat has the claws of a tiger,The cat's claws are large,The cat's claws are small,0,1,X1793,4204.0
That cat has the claws of a kitten,The cat's claws are large,The cat's claws are small,1,1,X1793,4205.0
That song has the volume level of jet engine,The song is very loud,The song is very quiet,0,1,X1794,4206.0
That song has the volume level of mime,The song is very loud,The song is very quiet,1,1,X1794,4207.0
This house is A maze,The house is confusing,The house is very safe,0,1,X1795,4216.0
This house is A fort,The house is confusing,The house is very safe,1,1,X1795,4217.0
This room feels like the surface of the sun,The room is very hot,The room is very cold,0,1,X1796,4218.0
This room might as well be a freezer,The room is very hot,The room is very cold,1,1,X1796,4219.0
The room was as hot as Antarctica,The room was not hot,The room was hot,0,1,X1797,4220.0
The room was as hot as Miami in August,The room was not hot,The room was hot,1,1,X1797,4221.0
The butterfly was as free as a convict,The butterfly was not free,The butterfly was free,0,1,X1798,4222.0
The butterfly was as free as a school kid on holiday,The butterfly was not free,The butterfly was free,1,1,X1798,4223.0
The show was as funny as a case of the crabs,The show was not funny,The show was funny,0,1,X1799,4224.0
The show was as funny as a tickling marathon,The show was not funny,The show was funny,1,1,X1799,4225.0
The television screen is a sun,the tv screen is really bright,the tv screen is really dim,0,1,X1800,4232.0
The television screen is a failing nightlight,the tv screen is really bright,the tv screen is really dim,1,1,X1800,4233.0
The leaf is a wooly mammoth,the leaf is really big,the leaf is really small,0,1,X1801,4234.0
The leaf is an ant,the leaf is really big,the leaf is really small,1,1,X1801,4235.0
The full moon is a white flashlight,The full moon brightens the darkness of night,The full moon brings about hidden terrors,0,1,X1802,4238.0
The full moon is a beacon of terror,The full moon brightens the darkness of night,The full moon brings about hidden terrors,1,1,X1802,4239.0
The tears that flowed down her cheek were fire,The tears are from sadness and born of rage,The tears are from love and affection; of value,0,1,X1803,4240.0
The tears that flowed down her cheek were pearls,The tears are from sadness and born of rage,The tears are from love and affection; of value,1,1,X1803,4241.0
The railroad tracks were a string stretching to the horizon,The railroad tracks symbolized the path to one's future into the unknown,The expansion of industrialized society meant the death of the past and wilderness,0,1,X1804,4242.0
The railroad tracks were a rope ending in a noose,The railroad tracks symbolized the path to one's future into the unknown,The expansion of industrialized society meant the death of the past and wilderness,1,1,X1804,4243.0
The movie lasted as long as a reverend reading the entire Bible,The movie was long,The movie was short,0,1,X1805,4246.0
"The movie lasted as long as A speed-reader glancing through ""Red Fish, Blue Fish""",The movie was long,The movie was short,1,1,X1805,4247.0
The microwave worked as well as a computer in a cold environment,The microwave worked very well,The microwave didn't work well,0,1,X1806,4248.0
The microwave worked as well as a foot powered vehicles,The microwave worked very well,The microwave didn't work well,1,1,X1806,4249.0
The speech has the power of a water gun,The speech is lame,The speech is inspirational,0,1,X1807,4256.0
The speech has the power of the sun,The speech is lame,The speech is inspirational,1,1,X1807,4257.0
I have the will of a sloth,I am lazy,I am strong,0,1,X1808,4258.0
I have the will of lion,I am lazy,I am strong,1,1,X1808,4259.0
The game is as fun as a grey park,The game is boring,The game is fun,0,1,X1809,4260.0
The game is as fun as running in the wild,The game is boring,The game is fun,1,1,X1809,4261.0
The young lady was as outgoing as a devout cloistered nun.,The young lady is not outgoing.,The young lady is very outgoing.,0,1,X1810,4262.0
The young lady was as outgoing as a political candidate on uppers.,The young lady is not outgoing.,The young lady is very outgoing.,1,1,X1810,4263.0
The gym teacher is as athletic as an arthritic tree sloth.,The gym teacher is not athletic.,The gym teacher is very athletic.,0,1,X1811,4264.0
The gym teacher is as athletic as an Olympic marathon runner.,The gym teacher is not athletic.,The gym teacher is very athletic.,1,1,X1811,4265.0
The community is as safe as Mr. Roger's neighborhood.,The community is very safe.,The community is very dangerous.,0,1,X1812,4266.0
The community is as safe as the south side of Chicago on a Saturday night.,The community is very safe.,The community is very dangerous.,1,1,X1812,4267.0
The water was a mirror,The water was smooth,The water was choppy,0,1,X1813,4268.0
The water was a cauldron,The water was smooth,The water was choppy,1,1,X1813,4269.0
He was the road's Charon,He ferried people back and forth across the road,He halted traffic on the road,0,1,X1814,4270.0
He was the road's Moses,He ferried people back and forth across the road,He halted traffic on the road,1,1,X1814,4271.0
