HITId,AssignmentId,startphrase,ending1,ending2,labels,valid,qid
37M4O367VJSTF6XM1QGALEJDZM3M5J,3L4PIM1GQUQL1UIS72MQ6U74YVBRYD,The mother was as controlling as a babysitter yakking on her cell phone,The mother was a very controlling person.,The mother had a very loose parenting style.,1,1,950
37M4O367VJSTF6XM1QGALEJDZM3M5J,3E7TUJ2EGDWCZJRFHPZQ2OX9AWYD9P,He's as free as a released prisoner.,He's very free.,He's not free at all.,0,1,952
37M4O367VJSTF6XM1QGALEJDZM3M5J,3E7TUJ2EGDWCZJRFHPZQ2OX9AWYD9P,He's as free as a death-row inmate.,He's very free.,He's not free at all.,1,1,952
37M4O367VJSTF6XM1QGALEJDZM3M5J,37UEWGM5HUIOBO7PVDFHS7WURCIR1Z,Hollywood is as genuine as Silk,Hollywood is the real deal.,Hollywood is fake.,0,1,954
37M4O367VJSTF6XM1QGALEJDZM3M5J,37UEWGM5HUIOBO7PVDFHS7WURCIR1Z,Hollywood is as genuine as Rayon,Hollywood is the real deal.,Hollywood is fake.,1,1,954
37M4O367VJSTF6XM1QGALEJDZM3M5J,37UEWGM5HUIOBO7PVDFHS7WURCIR1Z,Jake was floating on the lake like Dandelion seeds floating in the air.,Jake was floating like he was weightless.,Jake was too heavy to float.,0,1,955
37M4O367VJSTF6XM1QGALEJDZM3M5J,37UEWGM5HUIOBO7PVDFHS7WURCIR1Z,Jake was floating on the lake like Concrete shoes,Jake was floating like he was weightless.,Jake was too heavy to float.,1,1,955
37M4O367VJSTF6XM1QGALEJDZM3M5J,37UEWGM5HUIOBO7PVDFHS7WURCIR1Z,Life is as easy as Kindergarten for a high school senior.,Life is basic.,Life is beyond comprehension.,0,1,956
37M4O367VJSTF6XM1QGALEJDZM3M5J,37UEWGM5HUIOBO7PVDFHS7WURCIR1Z,Life is as easy as Kindergarten for a newborn.,Life is basic.,Life is beyond comprehension.,1,1,956
37M4O367VJSTF6XM1QGALEJDZM3M5J,37QW5D2ZRHWIN3RN9NO1XROYRUUS8F,She was as sweet as the days are long,She is very sweet,She isn't sweet at all,0,1,960
37M4O367VJSTF6XM1QGALEJDZM3M5J,37QW5D2ZRHWIN3RN9NO1XROYRUUS8F,She was as sweet as vinegar,She is very sweet,She isn't sweet at all,1,1,960
37M4O367VJSTF6XM1QGALEJDZM3M5J,37QW5D2ZRHWIN3RN9NO1XROYRUUS8F,He's as deep as a puddle,He doesn't have a lot of insight,He has a great deal of insight,0,1,962
37M4O367VJSTF6XM1QGALEJDZM3M5J,37QW5D2ZRHWIN3RN9NO1XROYRUUS8F,He's as deep as the sea,He doesn't have a lot of insight,He has a great deal of insight,1,1,962
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3EKVH9QMEZE1ZZ6GWGKBS1PV4GM2D0,My aunt has a heart of gold,"My aunt is very generous, loving","My aunt is very cold, stoic",0,1,965
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3EKVH9QMEZE1ZZ6GWGKBS1PV4GM2D0,My aunt has a heart of steel,"My aunt is very generous, loving","My aunt is very cold, stoic",1,1,965
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,30BXRYBRP574NV9PWWS87TKI0FBWHM,The mean girl has the depth of a kiddie pool.,The mean girl is superficial.,The mean girl is deep.,0,1,967
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,30BXRYBRP574NV9PWWS87TKI0FBWHM,The mean girl has the depth of the sea.,The mean girl is superficial.,The mean girl is deep.,1,1,967
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,30BXRYBRP574NV9PWWS87TKI0FBWHM,The actor is a yeti.,The actor is hairy.,The actor is hairless.,0,1,968
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,30BXRYBRP574NV9PWWS87TKI0FBWHM,The actor is a baby's bottom.,The actor is hairy.,The actor is hairless.,1,1,968
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3X31TUMD7YWD8QCCQTIL6VNVLJI1L6,The girl was as short as the Eiffel Tower,The girl was tall.,The girl was very short.,0,1,969
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3X31TUMD7YWD8QCCQTIL6VNVLJI1L6,The girl was as short as a second,The girl was tall.,The girl was very short.,1,1,969
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3X31TUMD7YWD8QCCQTIL6VNVLJI1L6,The man's heart was as big as the sea,The man had endless love.,The man was stingy about his love.,0,1,970
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3X31TUMD7YWD8QCCQTIL6VNVLJI1L6,The man's heart was as big as a pea,The man had endless love.,The man was stingy about his love.,1,1,970
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3X31TUMD7YWD8QCCQTIL6VNVLJI1L6,The boy's voice was as loud as a ship's whistle,The boy's voice was obnoxiously loud.,The boy's voice couldn't be heard.,0,1,971
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3X31TUMD7YWD8QCCQTIL6VNVLJI1L6,The boy's voice was as loud as a fish,The boy's voice was obnoxiously loud.,The boy's voice couldn't be heard.,1,1,971
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3R0T90IZ1TMH9189VZAPAZ1ETZRCG5,They left town like a jet,They left town quickly.,They left town slowly.,0,1,973
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3R0T90IZ1TMH9189VZAPAZ1ETZRCG5,They left town like a herd of turtles,They left town quickly.,They left town slowly.,1,1,973
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3R0T90IZ1TMH9189VZAPAZ1ETZRCG5,It had the consistency of water,It was liquid.,It was solid.,0,1,974
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3R0T90IZ1TMH9189VZAPAZ1ETZRCG5,It had the consistency of concrete,It was liquid.,It was solid.,1,1,974
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3OXV7EAXLF0RZ8NKQTQ255KVTAT63L,Living in a city is like Living with metal trees.,Is not natural or close to nature.,City life is easy and comfortable.,0,1,975
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3OXV7EAXLF0RZ8NKQTQ255KVTAT63L,Living in a city is like a walk along the lake shore.,Is not natural or close to nature.,City life is easy and comfortable.,1,1,975
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3OXV7EAXLF0RZ8NKQTQ255KVTAT63L,Life is like skydiving,you would find fear followed by excitement and happiness if we navigate through life properly.,need to have the right balance.,0,1,976
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3OXV7EAXLF0RZ8NKQTQ255KVTAT63L,Life is like cycling.,you would find fear followed by excitement and happiness if we navigate through life properly.,need to have the right balance.,1,1,976
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3OXV7EAXLF0RZ8NKQTQ255KVTAT63L,Your career is like a flowing river.,It's a journey with lots of obstacles that you need to overcome to reach your  goals.,Down falls in career would follow with quick rise ups with hard work.,0,1,977
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3OXV7EAXLF0RZ8NKQTQ255KVTAT63L,Your career is like a roller coaster ride.,It's a journey with lots of obstacles that you need to overcome to reach your  goals.,Down falls in career would follow with quick rise ups with hard work.,1,1,977
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3R6P78PK7LLYVIAKHL5FZ91IHVRGTC,He ate like a horse,He ate a lot,He barely ate at all,0,1,980
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3R6P78PK7LLYVIAKHL5FZ91IHVRGTC,He ate like a bird,He ate a lot,He barely ate at all,1,1,980
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3QY5DC2MXSU7HVTE66P7MKN8ZVAUFW,The groups are as separate as Berlin during the Cold War.,The groups are apart from each other.,The groups are different from each other but together enough to add strength to each other.,0,1,986
3RQVKZ7ZRKTIV67CF1CN4PJBKNH72S,3QY5DC2MXSU7HVTE66P7MKN8ZVAUFW,The groups are as separate as strands of yarn.,The groups are apart from each other.,The groups are different from each other but together enough to add strength to each other.,1,1,986
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3YDGXNSEO04ZLIPCJMSJZO8SD2P48U,When you are in a slump focus on first base,just do the first part of your goal,stop and look at life.,0,1,987
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3YDGXNSEO04ZLIPCJMSJZO8SD2P48U,When you are in a slump focus on the roses,just do the first part of your goal,stop and look at life.,1,1,987
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,39GXDJN2OUOYFV8R3IT68E85QNC8V2,The girl's engagement ring sparkled like New Year's Eve confetti,The girl's engagement ring was very shiny.,The girl's engagement ring was really dull.,0,1,990
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,39GXDJN2OUOYFV8R3IT68E85QNC8V2,The girl's engagement ring sparkled like a block of lead,The girl's engagement ring was very shiny.,The girl's engagement ring was really dull.,1,1,990
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3FUI0JHJPY8S2P027RS4Y28BJSC33F,He's as fun as a party,He's fun,He's boring,0,1,998
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3FUI0JHJPY8S2P027RS4Y28BJSC33F,He's as fun as watching paint dry,He's fun,He's boring,1,1,998
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3FUI0JHJPY8S2P027RS4Y28BJSC33F,He has eyes like a hawk,He sees well,He can't see well,0,1,999
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3FUI0JHJPY8S2P027RS4Y28BJSC33F,He has eyes like a bat,He sees well,He can't see well,1,1,999
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3S06PH7KSSEUAEOKDCKXNIFQCK91D3,He's as lenient as a prison guard.,He's not lenient at all.,He's very lenient.,0,1,1000
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3S06PH7KSSEUAEOKDCKXNIFQCK91D3,He's as lenient as a dad trying to win his kids' love.,He's not lenient at all.,He's very lenient.,1,1,1000
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3S06PH7KSSEUAEOKDCKXNIFQCK91D3,He keeps time like a stopwatch.,He keeps time really well.,He doesn't keep time that well.,0,1,1001
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3S06PH7KSSEUAEOKDCKXNIFQCK91D3,He keeps time like a three-year old on sugar.,He keeps time really well.,He doesn't keep time that well.,1,1,1001
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3SNLUL3WO5XTHN3ASHS5HXSSWQILUC,The country has all the enemies of a wounded seal in shark infested waters,The country has many enemies,The country has few enemies,0,1,1006
3FI30CQHVKTTFJT3FK06Z4MJJIAB6Z,3SNLUL3WO5XTHN3ASHS5HXSSWQILUC,The country has all the enemies of Mister Rogers,The country has many enemies,The country has few enemies,1,1,1006
36GJS3V78V01UVGLFPM99JILL1MJGU,32N49TQG3HSCYJ160GDK45E0GANAVH,That dog has the fur of a naked mole rat.,The dog is bald.,The dog is fluffy.,0,1,1012
36GJS3V78V01UVGLFPM99JILL1MJGU,32N49TQG3HSCYJ160GDK45E0GANAVH,That dog has the fur of a lion's mane.,The dog is bald.,The dog is fluffy.,1,1,1012
36GJS3V78V01UVGLFPM99JILL1MJGU,32N49TQG3HSCYJ160GDK45E0GANAVH,The baby is as loud as a whisper.,The baby is quiet.,The baby makes a lot of noise.,0,1,1013
36GJS3V78V01UVGLFPM99JILL1MJGU,32N49TQG3HSCYJ160GDK45E0GANAVH,The baby is as loud as a foghorn.,The baby is quiet.,The baby makes a lot of noise.,1,1,1013
36GJS3V78V01UVGLFPM99JILL1MJGU,338JKRMM2797GI6MVRWGP4NR8VDHAZ,Honesty is a down comforter for one's conscience.,Honesty creates a clear conscience.,Honesty restricts ambition.,0,1,1015
36GJS3V78V01UVGLFPM99JILL1MJGU,338JKRMM2797GI6MVRWGP4NR8VDHAZ,Honesty is a burden on one's ambitions.,Honesty creates a clear conscience.,Honesty restricts ambition.,1,1,1015
36GJS3V78V01UVGLFPM99JILL1MJGU,31LM9EDVOM2AR7V1SV46NNN6KUCNJQ,The car had the speed of Zeus chasing a pretty young maiden.,Fast like a god hitting on a girl,The car had to be going slow.,0,1,1017
36GJS3V78V01UVGLFPM99JILL1MJGU,31LM9EDVOM2AR7V1SV46NNN6KUCNJQ,The car had the speed of a street sign in a school zone.,Fast like a god hitting on a girl,The car had to be going slow.,1,1,1017
36GJS3V78V01UVGLFPM99JILL1MJGU,3TOK3KHVJUSZPXUBS1FMZMI2JAB7OE,The child worked as hard as a premed student,The child put forth his best effort.,The child was lazy.,0,1,1022
36GJS3V78V01UVGLFPM99JILL1MJGU,3TOK3KHVJUSZPXUBS1FMZMI2JAB7OE,The child worked as hard as a high school dropout,The child put forth his best effort.,The child was lazy.,1,1,1022
36GJS3V78V01UVGLFPM99JILL1MJGU,3DUZQ9U6SNYGYFN0HGZBP5862SFVS7,He roared like a lion,He roared loudly,He roared softly,0,1,1027
36GJS3V78V01UVGLFPM99JILL1MJGU,3DUZQ9U6SNYGYFN0HGZBP5862SFVS7,He roared like a kitten,He roared loudly,He roared softly,1,1,1027
36GJS3V78V01UVGLFPM99JILL1MJGU,3DUZQ9U6SNYGYFN0HGZBP5862SFVS7,The defenses are as thick as steel,The defenses are strong,The defenses are weak,0,1,1028
36GJS3V78V01UVGLFPM99JILL1MJGU,3DUZQ9U6SNYGYFN0HGZBP5862SFVS7,The defenses are as thick as air,The defenses are strong,The defenses are weak,1,1,1028
36GJS3V78V01UVGLFPM99JILL1MJGU,3DUZQ9U6SNYGYFN0HGZBP5862SFVS7,The comedian was as funny as a clown,The comedian was funny,The comedian was not funny,0,1,1029
36GJS3V78V01UVGLFPM99JILL1MJGU,3DUZQ9U6SNYGYFN0HGZBP5862SFVS7,The comedian was as funny as a corpse,The comedian was funny,The comedian was not funny,1,1,1029
36GJS3V78V01UVGLFPM99JILL1MJGU,3L4PIM1GQUQL1UIS72MQ6U74Y6AYR5,That city was the heartbeat of California.,The city had the pure essence of California.,The city did not represent California and actually it made it worse.,0,1,1030
36GJS3V78V01UVGLFPM99JILL1MJGU,3L4PIM1GQUQL1UIS72MQ6U74Y6AYR5,That city was a blister on California.,The city had the pure essence of California.,The city did not represent California and actually it made it worse.,1,1,1030
3S829FDFT2BZDVBJU302U7N3J7LDX2,37ZHEEHM6XWA381P93VUBJKROJ773B,The writer's work is as inspired as a morning sunrise,The writer's work is totally refreshing.,The writer's work is bland.,0,1,1036
3S829FDFT2BZDVBJU302U7N3J7LDX2,37ZHEEHM6XWA381P93VUBJKROJ773B,The writer's work is as inspired as a peanut butter sandwich,The writer's work is totally refreshing.,The writer's work is bland.,1,1,1036
3S829FDFT2BZDVBJU302U7N3J7LDX2,31LM9EDVOM2AR7V1SV46NNN6KY0JNI,The movie has the depth of a cookie sheet filled with melted red Jello,The movie is boring,The movie is profound,0,1,1052
3S829FDFT2BZDVBJU302U7N3J7LDX2,31LM9EDVOM2AR7V1SV46NNN6KY0JNI,The movie has the depth of the deepest most mysterious part of the Marianna Trench in the darkest black ocean,The movie is boring,The movie is profound,1,1,1052
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3DY4FPOOA2Y4X0NN2RZ6ZV3AGE9RV4,The room is as crowded as the beach in the summer,The room is packed.,The room is empty.,0,1,1064
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3DY4FPOOA2Y4X0NN2RZ6ZV3AGE9RV4,The room is as crowded as the Arctic,The room is packed.,The room is empty.,1,1,1064
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3DY4FPOOA2Y4X0NN2RZ6ZV3AGE9RV4,The kitchen counter looked like a toddler cleaned it,The kitchen counter was messy.,The kitchen counter was pristinely clean.,0,1,1065
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3DY4FPOOA2Y4X0NN2RZ6ZV3AGE9RV4,The kitchen counter looked like an Army general cleaned it,The kitchen counter was messy.,The kitchen counter was pristinely clean.,1,1,1065
35JDMRECC4JTJFUT1OBIC35TGTQGE6,30MVJZJNHNNP25R7RLL15MSMF9SJ9S,He punches like a gorilla,his punches are heavy,his punches are light,0,1,1067
35JDMRECC4JTJFUT1OBIC35TGTQGE6,30MVJZJNHNNP25R7RLL15MSMF9SJ9S,He punches like a mosquito,his punches are heavy,his punches are light,1,1,1067
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3VD82FOHKRY51EP7JINXF8AGKVBCO5,The horse had the power of a Ferrari.,The horse is very strong.,The horse is weak.,0,1,1071
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3VD82FOHKRY51EP7JINXF8AGKVBCO5,The horse had the power of a bicycle.,The horse is very strong.,The horse is weak.,1,1,1071
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3VD82FOHKRY51EP7JINXF8AGKVBCO5,The judge had the intelligence of a cricket.,The judge is not smart.,The judge is smart.,0,1,1072
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3VD82FOHKRY51EP7JINXF8AGKVBCO5,The judge had the intelligence of a surgeon.,The judge is not smart.,The judge is smart.,1,1,1072
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3R08VXYT7D57U63DJN6WGGVOMMF7WF,That wave was as big as everest.,The wave was very big.,The wave wasn't big at all.,0,1,1073
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3R08VXYT7D57U63DJN6WGGVOMMF7WF,That wave was as big as a pebble.,The wave was very big.,The wave wasn't big at all.,1,1,1073
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3R08VXYT7D57U63DJN6WGGVOMMF7WF,She could eat like a a starved bear.,She ate very ravenously.,She barely ate..,0,1,1074
35JDMRECC4JTJFUT1OBIC35TGTQGE6,3R08VXYT7D57U63DJN6WGGVOMMF7WF,She could eat like a an ant.,She ate very ravenously.,She barely ate..,1,1,1074
32K26U12DNY7966OUOZK6MQI3WDDVZ,3KIBXJ1WD64NKC1VBV4V3RNOPTIKO2,The high school athlete has the speed of a jaguar,The high school athlete is fast.,The high school athlete is slow.,0,1,1076
32K26U12DNY7966OUOZK6MQI3WDDVZ,3KIBXJ1WD64NKC1VBV4V3RNOPTIKO2,The high school athlete has the speed of a banana slug,The high school athlete is fast.,The high school athlete is slow.,1,1,1076
32K26U12DNY7966OUOZK6MQI3WDDVZ,3KIBXJ1WD64NKC1VBV4V3RNOPTIKO2,The professor is as engaging as Bill Cosby,The professor is very engaging.,The professor is very dry.,0,1,1077
32K26U12DNY7966OUOZK6MQI3WDDVZ,3KIBXJ1WD64NKC1VBV4V3RNOPTIKO2,The professor is as engaging as a dictionary,The professor is very engaging.,The professor is very dry.,1,1,1077
32K26U12DNY7966OUOZK6MQI3WDDVZ,37M28K1J0RN37O1CJRZ11H36LOIAJ0,Jim is a rusty toolbox.,Jim is useless.,Jim is useful.,0,1,1079
32K26U12DNY7966OUOZK6MQI3WDDVZ,37M28K1J0RN37O1CJRZ11H36LOIAJ0,Jim is a cabinet full of tools.,Jim is useless.,Jim is useful.,1,1,1079
32K26U12DNY7966OUOZK6MQI3WDDVZ,3TR2532VIQ42KMP9TEIPLC1KP8KJ6H,His eyes move like a hummingbird's wings,His eyes move rapidly,His eyes move slowly,0,1,1083
32K26U12DNY7966OUOZK6MQI3WDDVZ,3TR2532VIQ42KMP9TEIPLC1KP8KJ6H,His eyes move like a giant sloth,His eyes move rapidly,His eyes move slowly,1,1,1083
32K26U12DNY7966OUOZK6MQI3WDDVZ,3OHYZ19UGDFH8ZS9Z4R69DKSKSROAG,The table is a bed of rocks.,The table is bumpy.,The table is smooth.,0,1,1084
32K26U12DNY7966OUOZK6MQI3WDDVZ,3OHYZ19UGDFH8ZS9Z4R69DKSKSROAG,The table is a sheet of glass.,The table is bumpy.,The table is smooth.,1,1,1084
32K26U12DNY7966OUOZK6MQI3WDDVZ,30BUDKLTXE5YQ233AUXTWQASOCF5EI,This is about as legal as the supreme court.,It's very legal.,It's very illegal.,0,1,1086
32K26U12DNY7966OUOZK6MQI3WDDVZ,30BUDKLTXE5YQ233AUXTWQASOCF5EI,This is about as legal as a bank robbery.,It's very legal.,It's very illegal.,1,1,1086
32K26U12DNY7966OUOZK6MQI3WDDVZ,30BUDKLTXE5YQ233AUXTWQASOCF5EI,This is as fun as a bowl of nachos.,It's very fun.,It's not fun at all.,0,1,1088
32K26U12DNY7966OUOZK6MQI3WDDVZ,30BUDKLTXE5YQ233AUXTWQASOCF5EI,This is as fun as stubbing your toe.,It's very fun.,It's not fun at all.,1,1,1088
32K26U12DNY7966OUOZK6MQI3WDDVZ,352YTHGROWNSETQ5MQMPC11RGVFH46,His eyes have the sharpness of an eagle with binoculars,His eyes are very good,His eyesight is poor,0,1,1089
32K26U12DNY7966OUOZK6MQI3WDDVZ,352YTHGROWNSETQ5MQMPC11RGVFH46,His eyes have the sharpness of a bat with broken glasses,His eyes are very good,His eyesight is poor,1,1,1089
32K26U12DNY7966OUOZK6MQI3WDDVZ,3O6CYIULEEB9SHF9WVZ7Q898UZPUWL,He's smart as a whip,He's very smart,He's not smart at all,0,1,1096
32K26U12DNY7966OUOZK6MQI3WDDVZ,3O6CYIULEEB9SHF9WVZ7Q898UZPUWL,He's smart as a brick,He's very smart,He's not smart at all,1,1,1096
32K26U12DNY7966OUOZK6MQI3WDDVZ,3O6CYIULEEB9SHF9WVZ7Q898UZPUWL,The stars shined as bright as the sun,The stars were very bright,The stars were dull,0,1,1097
32K26U12DNY7966OUOZK6MQI3WDDVZ,3O6CYIULEEB9SHF9WVZ7Q898UZPUWL,The stars shined as bright as wood,The stars were very bright,The stars were dull,1,1,1097
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3X4JMASXCNJ1OS5I3XPREN8G4WYB0O,The actor was as famous as Jesus Christ.,The actor was known widely and had the same following/influence as a religious figure.,The actor was known only by a few people and only had a very small amount of influence.,0,1,1099
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3X4JMASXCNJ1OS5I3XPREN8G4WYB0O,The actor was as famous as the local mailman.,The actor was known widely and had the same following/influence as a religious figure.,The actor was known only by a few people and only had a very small amount of influence.,1,1,1099
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3X4JMASXCNJ1OS5I3XPREN8G4WYB0O,The shopping list was as detailed as the Constitution.,The shopping list was orderly written with specific details.,The shopping list was unorganized and thrown together with not much attention to detail.,0,1,1100
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3X4JMASXCNJ1OS5I3XPREN8G4WYB0O,The shopping list was as detailed as a toddler's letter to Santa.,The shopping list was orderly written with specific details.,The shopping list was unorganized and thrown together with not much attention to detail.,1,1,1100
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3X4JMASXCNJ1OS5I3XPREN8G4WYB0O,The homework assignment was as difficult as an end-of-the-year project.,The homework assignment was very difficult and required a lot of effort and a lot of time.,The homework assignment was very easy and required very little effort and time.,0,1,1101
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3X4JMASXCNJ1OS5I3XPREN8G4WYB0O,The homework assignment was as difficult as reciting the ABCs.,The homework assignment was very difficult and required a lot of effort and a lot of time.,The homework assignment was very easy and required very little effort and time.,1,1,1101
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,31T4R4OBOTQYG8X82W6V4MOLUX07CR,She is a porcelain plate.,She is delicate.,She is tough.,0,1,1102
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,31T4R4OBOTQYG8X82W6V4MOLUX07CR,She is a pizza pan.,She is delicate.,She is tough.,1,1,1102
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,32N49TQG3HSCYJ160GDK45E0GALAVF,The man's ego was the size of a pea,The man's ego was tiny.,The man had a big ego.,0,1,1105
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,32N49TQG3HSCYJ160GDK45E0GALAVF,The man's ego was the size of a boulder,The man's ego was tiny.,The man had a big ego.,1,1,1105
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,32N49TQG3HSCYJ160GDK45E0GALAVF,The blanket was as soft as a marshmallow,The blanket was super soft.,The blanket was not soft at all.,0,1,1106
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,32N49TQG3HSCYJ160GDK45E0GALAVF,The blanket was as soft as a crocodile's armor,The blanket was super soft.,The blanket was not soft at all.,1,1,1106
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,38JBBYETQPKGUJZ3WPEJRY4EO9OE4C,The football player a hurricane,The football player is destructive.,The football player is resistant.,0,1,1108
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,38JBBYETQPKGUJZ3WPEJRY4EO9OE4C,The football player a brick.,The football player is destructive.,The football player is resistant.,1,1,1108
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3FE2ERCCZYIOV3YBON93Z89NJBJPOJ,The hole goes all the way down to the center of the earth,the hole is deep,the hole is shallow,0,1,1110
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3FE2ERCCZYIOV3YBON93Z89NJBJPOJ,The hole goes all the way down to the tops of my shoes,the hole is deep,the hole is shallow,1,1,1110
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3FE2ERCCZYIOV3YBON93Z89NJBJPOJ,The politician has the transparency of a pane of glass,The politician is very transparent,The politician is not transparent,0,1,1111
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3FE2ERCCZYIOV3YBON93Z89NJBJPOJ,The politician has the transparency of a metal door,The politician is very transparent,The politician is not transparent,1,1,1111
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3LPW2N6LKUCFFY0P0UCY08WVA0EU5T,The letter had the depth of a tide pool.,The letter was superficial.,The letter was profound.,0,1,1115
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3LPW2N6LKUCFFY0P0UCY08WVA0EU5T,The letter had the depth of the bottom of the sea.,The letter was superficial.,The letter was profound.,1,1,1115
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3LPW2N6LKUCFFY0P0UCY08WVA0EU5T,The professor had the depth of a bath tub.,The professor was boring.,The professor was profound.,0,1,1116
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3LPW2N6LKUCFFY0P0UCY08WVA0EU5T,The professor had the depth of the Mariana Trench.,The professor was boring.,The professor was profound.,1,1,1116
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3I3WADAZ9REK2TGS480P1246SEL5OM,He sang like he'd just been divorced.,He was very emotional while singing.,He was not emotional at all.,0,1,1118
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3I3WADAZ9REK2TGS480P1246SEL5OM,He sang like a robot in need of an update.,He was very emotional while singing.,He was not emotional at all.,1,1,1118
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3I33IC7ZWGC31S34C6T920HPJSJ2AM,The sunset had the hue of a bowl of fresh picked oranges,The sunset was very orange,The sunset was hardly orange at all,0,1,1121
3XABXM4AJ1F3N3EGRHUUE7D9BD18QU,3I33IC7ZWGC31S34C6T920HPJSJ2AM,"The sunset had the hue of a bowl of rotten, six week old oranges",The sunset was very orange,The sunset was hardly orange at all,1,1,1121
3S8A4GJRD3D8OXR9K1R60GGQMAQ6V0,3PXX5PX6LY8XP530VZMK3TKTDI6ABA,My friend's arrival was a swift as a turtle,My friend was slow to arrive,My friend arrived quickly,0,1,1122
3S8A4GJRD3D8OXR9K1R60GGQMAQ6V0,3PXX5PX6LY8XP530VZMK3TKTDI6ABA,My friend's arrival was a swift as a formula 1 race car,My friend was slow to arrive,My friend arrived quickly,1,1,1122
3S8A4GJRD3D8OXR9K1R60GGQMAQ6V0,33C7UALJVM8ITJSTW49H1Q1P1IJ81P,Their arrival was like a cool hand on a feverish forehead.,Their arrival was soothing and welcome.,Their arrival was boring.,0,1,1125
